callsign,origin,destination,aircraft_type,time,cargo
UAL450,PANC,KORD,B38M,05:18,false
AAL2554,KSFO,KORD,A321,05:20,false
DAL1264,KORD,KATL,B738,05:30,false
UAL2310,KORD,KIAH,B739,05:30,false
SKW5615,KGRR,KORD,CRJ7,05:32,false
SKW6208,KFWA,KORD,CRJ7,05:35,false
AAL3060,KSMF,KORD,B738,05:36,false
AAL2040,KLAS,KORD,B38M,05:37,false
FFT2146,KLAS,KORD,A21N,05:37,false
UAL249,CYVR,KORD,B738,05:40,false
UAL726,KLAS,KORD,B738,05:40,false
UAL1640,PAFA,KORD,B39M,05:42,false
UAL1490,KPDX,KORD,B739,05:45,false
UAL1962,KLAX,KORD,B39M,05:46,false
ENY3765,KLAN,KORD,E170,05:48,false
SKW4904,KFNT,KORD,CRJ7,05:51,false
SKW6207,KAZO,KORD,CRJ7,05:52,false
VOI700,MMMX,KORD,A21N,05:52,false
RPA3483,KDTW,KORD,E75L,05:53,false
ENY4247,KROC,KORD,E170,05:54,false
UAL1148,KSMF,KORD,A319,05:54,false
GJS4415,KDAY,KORD,CRJ7,05:55,false
SKW5723,KSBN,KORD,CRJ7,05:56,false
UAL368,KSFO,KORD,A21N,05:57,false
RPA4339,KORD,KDCA,E75S,05:58,false
SKW5799,KMKE,KORD,CRJ2,05:59,false
SKW5595,KORD,KFWA,CRJ2,05:59,false
GJS4592,KORD,KGRR,CRJ7,05:59,false
SKW5581,KORD,KMKE,CRJ2,05:59,false
RPA4487,KCMH,KORD,E75S,06:00,false
RPA4362,KIND,KORD,E75L,06:00,false
AAL3022,KORD,KBOS,B738,06:00,false
UAL1077,KORD,KDCA,A21N,06:00,false
UAL2806,KORD,KDEN,A21N,06:00,false
UAL2295,KORD,KEWR,A21N,06:00,false
JBU1206,KORD,KJFK,BCS3,06:00,false
RPA5741,KORD,KJFK,E75S,06:00,false
AAL607,KORD,KLAX,A321,06:00,false
UAL2373,KORD,KLAX,B739,06:00,false
AAL327,KORD,KLGA,B738,06:00,false
DAL2767,KORD,KLGA,BCS3,06:00,false
UAL2617,KORD,KLGA,B738,06:00,false
UAL284,KORD,KMCO,A21N,06:00,false
ASA715,KORD,KSEA,B739,06:00,false
ENY3909,KTVC,KORD,E170,06:00,false
ENY3509,KBMI,KORD,E75L,06:02,false
AAL2881,KSEA,KORD,A21N,06:02,false
AAL2896,KORD,KDFW,B738,06:04,false
UAL1186,KORD,KBOS,B738,06:05,false
FFT44,KORD,MMUN,A21N,06:05,false
AAL2502,KGRR,KORD,A319,06:07,false
AAL1305,CYVR,KORD,B38M,06:08,false
RPA3524,KCMH,KORD,E75L,06:09,false
SKW4976,KLEX,KORD,CRJ7,06:10,false
AAL1380,KORD,KMIA,B38M,06:10,false
UAL246,KORD,KSFO,B753,06:10,false
ENY3763,KATW,KORD,E170,06:14,false
SKW6358,KMKE,KORD,CRJ7,06:14,false
ENY3702,KMSN,KORD,E170,06:15,false
UPS5609,KORD,KONT,B763,06:15,true
UPS9744,KBUF,KORD,A306,06:17,true
FFT2446,KLAX,KORD,A21N,06:17,false
SKW4707,KMSN,KORD,E75L,06:17,false
SKW5892,KGRR,KORD,E75L,06:18,false
SKW5889,KFWA,KORD,CRJ7,06:19,false
RPA3479,KIND,KORD,E75L,06:20,false
ASA1470,KORD,KSAN,B39M,06:20,false
CPA2095,KORD,PANC,B748,06:20,true
GTI8559,KORD,RKSI,B744,06:20,true
ASA328,KSEA,KORD,B739,06:20,false
GTI3596,PANC,KORD,B77L,06:20,true
VOI5707,KORD,MMGL,A320,06:21,false
VOI7821,KORD,MMMM,A20N,06:24,false
AAL1148,KPHX,KORD,A321,06:25,false
SKW5121,KEAU,KORD,CRJ2,06:27,false
SKW5076,KPAH,KORD,CRJ7,06:28,false
UAL1799,KORD,KIAH,A21N,06:29,false
AAL2020,KORD,KLAS,B738,06:29,false
AAL2543,KORD,KSFO,A321,06:29,false
SKW4826,KALO,KORD,CRJ7,06:30,false
AAL1315,KCLE,KORD,A319,06:30,false
UAL1269,KORD,KBWI,A320,06:30,false
AAL1784,KORD,KCLT,A321,06:30,false
SKW5216,KORD,KCLT,E75L,06:30,false
UAL1689,KORD,KIAD,B739,06:30,false
DAL1717,KORD,KMSP,BCS1,06:30,false
SKW5840,KTVC,KORD,CRJ7,06:30,false
ENY4094,KCVG,KORD,E170,06:32,false
UAL729,KLAX,KORD,A21N,06:32,false
GJS4532,KCVG,KORD,CRJ7,06:35,false
DAL1247,KORD,KATL,B739,06:35,false
RPA4519,KDSM,KORD,E75S,06:36,false
AAL2115,KORD,KPHL,A321,06:37,false
SKW6363,KORD,KCLE,CRJ7,06:38,false
AAL1652,KPHL,KORD,B38M,06:38,false
SKW5265,KCLE,KORD,E75L,06:40,false
ENY3973,KORD,KBNA,E170,06:40,false
ENY4018,KORD,KMSN,E75L,06:40,false
AAL2523,KORD,KSEA,B738,06:40,false
ASA1724,PANC,KORD,B38M,06:40,false
AAL3170,KORD,KEWR,A319,06:42,false
SKW5043,KLAF,KORD,CRJ2,06:44,false
AAL2949,KLAS,KORD,B738,06:45,false
AAL1747,KORD,KDEN,A319,06:45,false
RPA4439,KORD,KIND,E75L,06:45,false
SKW6250,KORD,KMCI,CRJ7,06:45,false
SKW5477,KORD,KORF,E75L,06:45,false
GJS4186,KORD,KROA,CRJ7,06:45,false
RPA3425,KORD,KROC,E75L,06:45,false
DWI5481,KORD,MDPC,B38M,06:45,false
UAL844,SBGR,KORD,B78X,06:45,false
RPA4413,KORD,KBUF,E75S,06:46,false
ENY3839,KORD,KXNA,E170,06:46,false
UPS9603,KPHL,KORD,A306,06:47,true
AAL2484,KORD,KSAN,B738,06:49,false
AAL2433,KORD,KRSW,B738,06:50,false
ENY3446,KORD,KBWI,E170,06:51,false
AAL1628,KORD,KLAX,A321,06:51,false
AAL2968,KORD,KBOS,B738,06:54,false
GJS4596,KORD,KCHA,CRJ7,06:55,false
SKW5532,KORD,KCHO,CRJ7,06:55,false
SKW6005,KORD,KMCI,E75L,06:55,false
SKW5926,KORD,KRDU,E75L,06:55,false
DAL2041,KORD,KSEA,B738,06:55,false
KAL233,KORD,KSEA,B748,06:55,true
GJS4551,KORD,KTYS,CRJ7,06:55,false
SKW5409,KORD,KUNV,CRJ7,06:55,false
RPA3498,KORD,KCVG,E75L,06:56,false
RPA4659,KBWI,KORD,E75L,06:59,false
GJS4540,KCHA,KORD,CRJ7,06:59,false
RPA4651,KMDT,KORD,E75L,06:59,false
SKW5601,KORD,KAVL,E75L,06:59,false
DAL2828,KORD,KBOS,BCS3,06:59,false
SKW4969,KORD,KDSM,CRJ7,06:59,false
SKW6391,KORD,KGRR,CRJ7,06:59,false
AAL835,KORD,KMIA,A321,06:59,false
SKW6263,KORD,KMKE,CRJ7,06:59,false
SKW5703,KORD,KSDF,CRJ7,06:59,false
UAL2483,KTYS,KORD,B739,06:59,false
ENY3672,KCAK,KORD,E170,07:00,false
UAL1336,KORD,KAUS,B38M,07:00,false
UAL762,KORD,KBDL,B738,07:00,false
UAL2795,KORD,KCHS,A320,07:00,false
UAL482,KORD,KDCA,A319,07:00,false
AAL1902,KORD,KDFW,A321,07:00,false
AAL1851,KORD,KFLL,B738,07:00,false
JBU664,KORD,KFLL,A320,07:00,false
UAL1421,KORD,KFLL,A21N,07:00,false
UAL2361,KORD,KLAX,A21N,07:00,false
AAL2723,KORD,KLGA,B38M,07:00,false
DAL2633,KORD,KLGA,B738,07:00,false
UAL1657,KORD,KLGA,B738,07:00,false
AAL2067,KORD,KMCO,B738,07:00,false
UAL1358,KORD,KMIA,B39M,07:00,false
UAL2232,KORD,KMSP,B739,07:00,false
UAL2300,KORD,KPDX,A21N,07:00,false
UAL2622,KORD,KSAV,B39M,07:00,false
UAL341,KORD,KSEA,A21N,07:00,false
AAL831,KORD,MYNN,B738,07:00,false
UAL2428,KORD,KSAN,B39M,07:01,false
SKW4714,KFNT,KORD,CRJ7,07:02,false
AAL2965,KORD,KDCA,A319,07:02,false
AAL3324,KBOS,KORD,B738,07:04,false
ENY4104,KORD,KSTL,E75L,07:04,false
AMX683,KORD,MMMX,B38M,07:04,false
FFT1596,KORD,KATL,A21N,07:05,false
UAL1217,KORD,KDEN,A21N,07:05,false
DAL2039,KORD,KDTW,B712,07:05,false
SKW4654,KORD,KECP,E75L,07:05,false
SKW4672,KORD,KJAX,E75L,07:05,false
UAL1740,KORD,KRSW,A21N,07:05,false
SKW5958,KORD,KSTL,E75L,07:05,false
AAL2919,KLAX,KORD,A321,07:06,false
ENY3489,KORD,KCVG,E170,07:06,false
RPA3550,KORD,KIND,E75L,07:07,false
UAL2247,KORD,CYYZ,B739,07:09,false
ENY4044,KORD,KSYR,E170,07:09,false
RPA3536,KORD,CYUL,E75L,07:10,false
UAL2175,KORD,KBNA,B739,07:10,false
GJS4528,KORD,KCAE,CRJ7,07:10,false
UAL563,KORD,KEWR,A21N,07:10,false
THY6039,LTFM,KORD,B77L,07:10,true
ENY4107,KFAR,KORD,E75L,07:11,false
UAL574,KORD,KLAS,B39M,07:11,false
UAL425,KORD,KATL,B738,07:12,false
ENY4088,KXNA,KORD,E75L,07:12,false
ENY4043,KICT,KORD,E170,07:13,false
RPA4723,KROA,KORD,E75S,07:14,false
AAL3185,KEWR,KORD,B738,07:15,false
UAL2753,KORD,KBUF,A319,07:15,false
UAL539,KORD,KDFW,B738,07:15,false
ENY4103,KORD,KDTW,E170,07:15,false
FFT2145,KORD,KLAS,A21N,07:15,false
UAL2038,KORD,KPHL,B39M,07:15,false
UAL1285,KORD,KPIT,A320,07:15,false
SKW6223,KERI,KORD,CRJ7,07:16,false
ENY3779,KPIA,KORD,E170,07:16,false
UAL1850,KSFO,KORD,A21N,07:16,false
SKW4953,KORD,KCMH,CRJ7,07:18,false
ENY4328,KSPI,KORD,E170,07:18,false
ENY3421,KCMI,KORD,E170,07:19,false
ENY3472,KCWA,KORD,E170,07:19,false
AAL1354,PANC,KORD,A21N,07:19,false
UAL2779,KORD,KCMH,B739,07:20,false
UAL1344,KORD,KDTW,B739,07:20,false
UAL2280,KORD,KMCO,A21N,07:20,false
ASA413,KORD,KPDX,B739,07:20,false
RPA3661,KIND,KORD,E75L,07:21,false
RPA4427,KPIT,KORD,E75S,07:21,false
UAL224,KRIC,KORD,A320,07:23,false
JZA548,KORD,CYTZ,DH8D,07:25,false
UAL1488,KORD,KCLE,A320,07:25,false
AAL769,KORD,KPHX,A21N,07:25,false
UAL2070,KIAD,KORD,B739,07:27,false
UAL2137,KGRR,KORD,A319,07:28,false
UAL1778,KROC,KORD,B739,07:28,false
AAL2475,KCID,KORD,A319,07:29,false
ENY4041,KCMH,KORD,E170,07:29,false
DAL1556,KORD,KLAX,B738,07:29,false
SKW5690,KORF,KORD,E75L,07:29,false
UAL1008,KSYR,KORD,A320,07:29,false
ENY4272,KABE,KORD,E170,07:30,false
UAL709,KBWI,KORD,A319,07:30,false
ENY4293,KCAE,KORD,E170,07:30,false
SKW6465,KDTW,KORD,CRJ7,07:30,false
SKW4728,KGSP,KORD,E75L,07:30,false
SKW6464,KHSV,KORD,CRJ7,07:30,false
RPA4597,KIND,KORD,E75L,07:30,false
SKW6231,KLNK,KORD,CRJ7,07:30,false
ENY3704,KLSE,KORD,E170,07:30,false
SKW4914,KMKE,KORD,CRJ7,07:30,false
SKW5896,KMKE,KORD,CRJ7,07:30,false
ENY3445,KMLI,KORD,E75L,07:30,false
UAL2034,KORD,KALB,B39M,07:30,false
UPS5605,KORD,KSDF,A306,07:30,true
UAL1116,KORD,KSFO,B753,07:30,false
UAL660,KPHL,KORD,B38M,07:30,false
SKW6338,KRST,KORD,CRJ7,07:30,false
UAL2805,KSTL,KORD,B39M,07:30,false
ENY3845,KMCI,KORD,E75L,07:31,false
UAL2326,KORD,KTPA,B39M,07:31,false
DAL2251,KLGA,KORD,BCS3,07:32,false
UAL2333,KCHS,KORD,B739,07:33,false
UAL1076,KORD,KBOS,B39M,07:33,false
UAL2752,KCVG,KORD,B738,07:34,false
AAL1195,KBUF,KORD,A319,07:35,false
RPA4512,KCHA,KORD,E75L,07:35,false
ENY3570,KGRB,KORD,E75L,07:35,false
SKW5375,KORD,KCRW,CRJ2,07:35,false
UAL1231,KORD,KIAH,A21N,07:35,false
SKW312A,KORD,KMCW,CRJ2,07:35,false
VOI701,KORD,MMMX,A21N,07:35,false
RPA4622,KSDF,KORD,E75S,07:35,false
UAL490,KCLE,KORD,B739,07:36,false
ABX797,KCVG,KORD,B763,07:36,true
AAL1360,KDFW,KORD,B738,07:38,false
RPA3429,KCMH,KORD,E75L,07:39,false
SKW5699,KCHO,KORD,CRJ7,07:40,false
UAL1856,KDSM,KORD,B738,07:40,false
SKW5553,KDTW,KORD,E75L,07:42,false
UAL530,KEWR,KORD,A21N,07:42,false
UAL2684,KMDT,KORD,B737,07:42,false
GJS4427,KORD,KRIC,CRJ7,07:43,false
GJS4541,KORD,KSYR,CRJ7,07:43,false
UAL215,KBTV,KORD,B39M,07:44,false
UAL307,KMSP,KORD,B39M,07:44,false
UAL2849,CYOW,KORD,A319,07:45,false
GJS4166,KABE,KORD,CRJ7,07:45,false
UPS5495,KLAN,KORD,B752,07:45,true
SKW5598,KMLI,KORD,CRJ7,07:45,false
SKW319K,KORD,KDEC,CRJ2,07:45,false
DAL2231,KORD,KSLC,B738,07:45,false
JAL56,RJAA,KORD,B788,07:45,false
GJS4438,KAVP,KORD,CRJ7,07:46,false
UAL1793,KDCA,KORD,B737,07:46,false
UAL2225,KALB,KORD,A320,07:47,false
SKW5752,KTVC,KORD,CRJ7,07:47,false
GJS4522,KUNV,KORD,CRJ7,07:47,false
SKW4646,KCAK,KORD,CRJ7,07:48,false
UAL2218,KPIT,KORD,B737,07:48,false
UAL2389,KLGA,KORD,B38M,07:49,false
RPA3600,CYUL,KORD,E75L,07:50,false
SKW4639,KATW,KORD,CRJ2,07:51,false
UAL1499,KCID,KORD,B737,07:51,false
SKW4651,KAVL,KORD,E75L,07:52,false
GJS4496,KCAE,KORD,CRJ7,07:52,false
SKW5293,KLEX,KORD,E75L,07:52,false
FFT1441,KATL,KORD,A21N,07:53,false
SKW5500,KROA,KORD,E75L,07:53,false
UAL2672,KBDL,KORD,B739,07:54,false
SKW5902,KMSN,KORD,E75L,07:54,false
GJS4402,KDAY,KORD,CRJ7,07:55,false
SKW5611,KOMA,KORD,E75L,07:55,false
KAL8231,PANC,KORD,B77L,07:55,true
RPA3422,KSDF,KORD,E75L,07:56,false
UAL451,KBNA,KORD,A320,07:58,false
UAL1414,KBOS,KORD,A21N,07:58,false
SKW5485,KMCI,KORD,E75L,07:58,false
SKW4456,KDTW,KORD,CRJ9,07:59,false
UAL1044,KIAH,KORD,B39M,07:59,false
SKW5231,KSBN,KORD,CRJ2,07:59,false
UAL2145,CYYZ,KORD,A319,08:00,false
SKW527C,KBGR,KORD,E75L,08:00,false
SKW5801,KCRW,KORD,CRJ2,08:00,false
SKW5710,KFWA,KORD,CRJ7,08:00,false
GJS4397,KGRB,KORD,CRJ7,08:00,false
SKW5432,KLNK,KORD,CRJ2,08:00,false
AAL3222,KORD,KCLT,A321,08:00,false
AAL2345,KORD,KDCA,B738,08:00,false
UAL382,KORD,KDCA,B738,08:00,false
ENY3556,KORD,KGSP,E170,08:00,false
AAL1909,KORD,KIAH,A319,08:00,false
AAL2079,KORD,KLGA,B738,08:00,false
UAL2092,KORD,KLGA,B38M,08:00,false
ENY3625,KORD,KLIT,E170,08:00,false
ENY3747,KORD,KMHT,E170,08:00,false
RPA4643,KORD,KORF,E75L,08:00,false
AAL2284,KORD,KPDX,A321,08:00,false
RPA4488,KORD,KPWM,E75L,08:00,false
RPA4704,KORD,KSDF,E75S,08:00,false
CSG2682,KORD,ZGSZ,B77L,08:00,true
SKW5786,KPVD,KORD,E75L,08:00,false
UAL723,KPWM,KORD,B38M,08:00,false
ENY3655,KCOU,KORD,E75L,08:01,false
ASA587,KORD,KSEA,B38M,08:02,false
CMP236,KORD,MPTO,B38M,08:02,false
DAL2426,KORD,KATL,B739,08:03,false
SKW5820,KBUF,KORD,E75L,08:05,false
ENY3751,KHPN,KORD,E75L,08:05,false
RPA4444,KMSP,KORD,E75L,08:05,false
ENY3491,KORD,KCWA,E170,08:05,false
FFT2205,KORD,KFLL,A21N,08:05,false
ENY3546,KORD,KGRB,E170,08:05,false
RPA4746,KORD,KMDT,E75S,08:05,false
ENY3683,KORD,KMEM,E75L,08:05,false
ENY3775,KORD,KROC,E75L,08:05,false
CKS917,PANC,KORD,B744,08:05,true
GJS4565,KICT,KORD,CRJ7,08:08,false
ENY3741,KORD,KPIA,E75L,08:08,false
AZG4871,EDFH,KORD,B748,08:09,true
SKW6488,KORD,CYYZ,CRJ7,08:10,false
ENY3981,KORD,KAVL,E75L,08:10,false
ENY3812,KORD,KHPN,E75L,08:10,false
AAL2012,KORD,KLAX,A321,08:10,false
RPA4500,KORD,KRIC,E75S,08:10,false
SKW6216,KTYS,KORD,CRJ7,08:10,false
AAL2841,KORD,MDPC,A21N,08:11,false
RPA4391,KPWM,KORD,E75S,08:11,false
AAL2679,KORD,KSNA,B38M,08:14,false
SKW5003,KORD,KHSV,CRJ7,08:15,false
ENY4162,KORD,KMSP,E170,08:15,false
SKW6445,KORD,KTYS,CRJ7,08:15,false
ETH574,LIRF,KORD,B788,08:15,false
ENY3600,KORD,CYUL,E170,08:16,false
SKW6244,KORD,KLEX,CRJ7,08:16,false
SKW6204,KORD,KOKC,CRJ7,08:16,false
ENY3800,KORD,KSGF,E170,08:16,false
SKW6232,KORD,KFWA,CRJ7,08:17,false
RPA4354,KORD,KRDU,E75L,08:18,false
LYM5730,KMKG,KORD,E145,08:20,false
RPA4478,KORD,KPIT,E75L,08:20,false
RPA4683,KORF,KORD,E75S,08:20,false
CKK225,PANC,KORD,B77L,08:20,true
AAL1503,KORD,MMUN,B738,08:21,false
RPA3539,KIND,KORD,E75L,08:22,false
AAL1926,KSTL,KORD,A319,08:23,false
AAL462,KLGA,KORD,B738,08:26,false
ENY3524,CYYZ,KORD,E75L,08:27,false
DAL1554,KORD,KMSP,BCS3,08:27,false
UAL2638,KDCA,KORD,B737,08:28,false
ENY3460,KALB,KORD,E75L,08:29,false
ENY3813,KAVL,KORD,E170,08:29,false
ENY3480,KORD,KCOU,E170,08:29,false
AAL471,KORD,KPHL,B38M,08:29,false
ENY4153,KORD,KVPS,E75L,08:29,false
ASA1543,PANC,KORD,B739,08:29,false
DAL1544,KMSP,KORD,BCS3,08:30,false
AAL1363,KORD,KATL,A319,08:30,false
AAL2218,KORD,KAUS,B738,08:30,false
AAL2299,KORD,KBGR,A319,08:30,false
ENY3439,KORD,KBNA,E75L,08:30,false
ENY4106,KORD,KBOS,E75L,08:30,false
AAL2452,KORD,KCHS,B738,08:30,false
AAL1555,KORD,KDFW,B738,08:30,false
AAL1250,KORD,KMIA,A321,08:30,false
AAL2849,KRDU,KORD,A319,08:30,false
ENY4036,KSAW,KORD,E170,08:31,false
AAL803,KRSW,KORD,B738,08:33,false
DAL1178,KATL,KORD,B739,08:35,false
SKW6251,KBTV,KORD,CRJ7,08:35,false
AAL1649,KORD,MMSD,A321,08:35,false
RPA4688,KRIC,KORD,E75L,08:35,false
AAL938,KMCO,KORD,A321,08:36,false
AAL3075,KDFW,KORD,B738,08:39,false
UAL764,KORD,CYYC,A320,08:40,false
SKW5304,KORD,KBNA,E75L,08:40,false
UAL2137,KORD,KBOI,B738,08:40,false
GJS4611,KORD,KCID,CRJ7,08:40,false
GJS4392,KORD,KCOU,CRJ7,08:40,false
UAL526,KORD,KDEN,A21N,08:40,false
UAL2301,KORD,KEWR,B752,08:40,false
GJS4462,KORD,KFSD,CRJ7,08:40,false
UAL2333,KORD,KGPI,B739,08:40,false
GJS4537,KORD,KGRB,CRJ7,08:40,false
UAL2277,KORD,KIAD,B739,08:40,false
GJS4512,KORD,KLIT,CRJ7,08:40,false
UAL1484,KORD,KMCI,A319,08:40,false
UAL2093,KORD,KMSN,A319,08:40,false
UAL1180,KORD,KMSO,B738,08:40,false
UAL1778,KORD,KOMA,A319,08:40,false
UAL1304,KORD,KSNA,B737,08:40,false
SKW5407,KORD,KXNA,CRJ7,08:40,false
ANA112,RJTT,KORD,B77W,08:40,false
ENY3656,KLIT,KORD,E170,08:42,false
UAL1803,KORD,KDSM,B739,08:42,false
AAL249,KORD,MMMX,B38M,08:42,false
AAL3267,KEWR,KORD,B738,08:44,false
AAL616,KATL,KORD,A319,08:45,false
ENY3413,KGSO,KORD,E75L,08:45,false
ENY3758,KMEM,KORD,E75L,08:45,false
ACA520,KORD,CYUL,BCS3,08:45,false
UAL1292,KORD,CYVR,B739,08:45,false
SKW4769,KORD,KATW,CRJ2,08:45,false
UAL528,KORD,KDFW,A320,08:45,false
SKW5537,KORD,KFAR,CRJ7,08:45,false
SKW5842,KORD,KMKE,CRJ7,08:45,false
SKW5656,KORD,KMLI,CRJ7,08:45,false
UAL2847,KORD,KRAP,A320,08:45,false
UAL1008,KORD,KSBA,B38M,08:45,false
UPS5495,KORD,KSDF,B752,08:45,true
UAL2099,KORD,KSEA,A21N,08:45,false
AAL1586,KORD,KSFO,B738,08:45,false
SKW5795,KORD,KTUL,E75L,08:45,false
UAL1270,KORD,MDPC,B39M,08:45,false
UAL660,KORD,KSAN,A21N,08:46,false
SKW6213,KMKE,KORD,E75L,08:47,false
SKW5819,KORD,KDLH,CRJ7,08:48,false
UAL2814,KORD,KLAX,B753,08:48,false
SKW5949,KORD,KPIA,CRJ2,08:48,false
ENY3590,KTUL,KORD,E75L,08:48,false
ENY4181,KBHM,KORD,E170,08:49,false
UAL1996,KORD,TJSJ,A21N,08:49,false
ENY4134,KSYR,KORD,E75L,08:49,false
AAL354,KTPA,KORD,B38M,08:49,false
RPA3601,KORD,CYYZ,E75L,08:50,false
SKW5668,KORD,KGRR,E75L,08:50,false
UAL2805,KORD,KMSP,B737,08:50,false
UAL2610,KORD,KSFO,B772,08:50,false
GJS4529,KORD,KSGF,CRJ7,08:50,false
ENY3496,KHPN,KORD,E75L,08:51,false
AAL3197,KOMA,KORD,A319,08:51,false
UAL535,KORD,KIAH,B39M,08:51,false
JBU905,KJFK,KORD,A320,08:52,false
SKW5279,KORD,KASE,E75L,08:52,false
SKW4456,KORD,KDTW,CRJ9,08:52,false
SKW4809,KORD,KICT,E75L,08:52,false
UAL2483,KORD,KEUG,A319,08:53,false
UAL1972,KORD,KSLC,A320,08:55,false
ETD93C,OMAA,KORD,B789,08:55,false
AAL2102,KJAX,KORD,B738,08:58,false
SKW5215,KORD,KLNK,CRJ7,08:59,false
AAL360,KPVD,KORD,B738,08:59,false
ACA503,CYYZ,KORD,BCS3,09:00,false
AAL1064,KAUS,KORD,B738,09:00,false
ENY3587,KAVP,KORD,E75L,09:00,false
AAL2304,KDCA,KORD,A319,09:00,false
SKW4670,KDLH,KORD,CRJ2,09:00,false
UAL2800,KEWR,KORD,A21N,09:00,false
UAL2822,KLGA,KORD,B738,09:00,false
SKW4803,KMKE,KORD,E75L,09:00,false
UAL215,KORD,KABQ,A319,09:00,false
RPA4665,KORD,KBDL,E75L,09:00,false
AAL2530,KORD,KCLT,A21N,09:00,false
UAL2218,KORD,KDCA,B738,09:00,false
UAL723,KORD,KLAS,B39M,09:00,false
AAL1979,KORD,KLAX,B738,09:00,false
UAL709,KORD,KLGA,B738,09:00,false
SKW5593,KORD,KMEM,E75L,09:00,false
ENY3733,KORD,KMYR,E75L,09:00,false
UAL1994,KORD,KPDX,A21N,09:00,false
ENY4174,KORD,KRST,E170,09:00,false
SKW5887,KORD,KSBN,CRJ2,09:00,false
GJS4613,KORD,KSTL,CRJ7,09:00,false
SKW5341,KORD,KTVC,CRJ7,09:00,false
UAL2728,KORD,MMMY,A319,09:00,false
RPA4625,KPIT,KORD,E75L,09:00,false
GJS4423,KSTL,KORD,CRJ7,09:00,false
AAL1509,KBOS,KORD,B738,09:01,false
UAL1688,KORD,KAUS,A319,09:01,false
AAL2843,KCLT,KORD,A321,09:02,false
UAL2225,KORD,KPHX,B739,09:02,false
SKW5614,KORD,KOKC,E75L,09:03,false
SKW5905,KORD,KMTJ,E75L,09:04,false
UAL2145,KORD,KSMF,B739,09:04,false
UAL840,KORD,PANC,B38M,09:04,false
AAL2163,KBDL,KORD,B738,09:05,false
AAL2324,KBGR,KORD,A319,09:05,false
ENY3707,KEVV,KORD,E170,09:05,false
SKW4952,KFSD,KORD,CRJ7,09:05,false
UAL2616,KIAH,KORD,A21N,09:05,false
RPA3422,KORD,KCLE,E75L,09:05,false
UAL307,KORD,KJAC,B737,09:05,false
AAL2920,KORD,KTPA,B738,09:05,false
ENY4129,KSGF,KORD,E170,09:05,false
ENY3681,KTRI,KORD,E170,09:05,false
DAL2917,KLGA,KORD,BCS3,09:06,false
UAL1082,KORD,KCOS,B738,09:06,false
UAL2752,KORD,KPHL,B739,09:06,false
AAL3106,KIAH,KORD,B738,09:07,false
UAL530,KORD,KATL,A319,09:07,false
AAL581,KMIA,KORD,A321,09:08,false
AAL392,KLGA,KORD,B38M,09:09,false
AAL2112,KBUF,KORD,B738,09:10,false
ENY3572,KCMH,KORD,E75L,09:10,false
ENY4150,KMHT,KORD,E75L,09:10,false
UAL224,KORD,KBZN,B38M,09:10,false
RPA4740,KORD,KJAX,E75S,09:10,false
SKW5326,KORD,KRDU,E75L,09:10,false
UAL490,KORD,KSAT,B39M,09:10,false
AAL3074,KPHL,KORD,A321,09:10,false
FFT3043,KMCO,KORD,A20N,09:11,false
UAL1733,KJAX,KORD,B739,09:12,false
UAL2420,KMSY,KORD,B739,09:12,false
UAL1643,KORD,KMCO,A21N,09:12,false
EDV4725,KJFK,KORD,CRJ9,09:13,false
SKW5475,KORD,CYWG,E75L,09:14,false
UAL1117,KORD,KBOS,B739,09:15,false
SKW4794,KSBN,KORD,CRJ2,09:16,false
UAL2631,KBOS,KORD,A21N,09:17,false
UAL1198,KORD,MMUN,B739,09:17,false
UAL2653,KTUL,KORD,B738,09:17,false
UAL1150,KMCO,KORD,B39M,09:18,false
UAL567,KMSP,KORD,B739,09:18,false
UAL359,KORD,MMMX,B38M,09:19,false
UAL1674,KORD,TNCA,B39M,09:19,false
UAL834,PANC,KORD,B38M,09:19,false
UAL2151,KMSN,KORD,B738,09:20,false
AAL3228,KORD,MKJS,B738,09:20,false
ENY3948,KXNA,KORD,E75L,09:20,false
UAL2771,KCLT,KORD,B738,09:22,false
UAL1338,KDTW,KORD,A320,09:22,false
UAL656,KCID,KORD,B739,09:23,false
UAL1554,KRSW,KORD,B39M,09:23,false
DAL2570,KBOS,KORD,B738,09:26,false
SKW5612,KORD,KGEG,E75L,09:27,false
AAL2898,KORD,KIND,A319,09:27,false
FFT3241,KORD,KDFW,A21N,09:28,false
AAL632,KSAT,KORD,A319,09:29,false
SKW4964,KBNA,KORD,CRJ7,09:30,false
UAL2749,KBWI,KORD,B38M,09:30,false
SKW4974,KDAY,KORD,CRJ7,09:30,false
GJS4585,KFAR,KORD,CRJ7,09:30,false
UAL752,KFLL,KORD,B39M,09:30,false
UAL247,KMEM,KORD,A320,09:30,false
SKW5997,KMLI,KORD,CRJ2,09:30,false
RPA4705,KORD,CYQB,E75L,09:30,false
ENY3391,KORD,KATW,E170,09:30,false
SKW4989,KORD,KFSD,CRJ7,09:30,false
ENY3613,KORD,KILM,E75L,09:30,false
DAL2252,KORD,KLGA,BCS3,09:30,false
RPA4748,KORD,KMSY,E75S,09:30,false
ENY3739,KORD,KOMA,E75L,09:30,false
ENY3453,KORD,KPVD,E75L,09:30,false
RPA4756,KORD,KRDU,E75L,09:30,false
AAL2507,KORD,KSAV,A319,09:30,false
